Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
02/10/2014;33.2;887.095.833;15.716.667;31.2;22.804.167;17.1;68.291.667;32;14.5;2.625
03/10/2014;1.2;8.884.375;12.841.667;29.1;23.391.667;19.3;54.458.333;28;11.6;4.079.167
04/10/2014;0;888.608.333;8.895.833;27.8;219.375;17.1;44.291.667;29;11.7;3.591.667
05/10/2014;0;889.008.333;6.804.167;27.1;21.391.667;15.7;40.583.333;22;9.8;34.875
06/10/2014;0;889.25;42.125;26.5;20.354.167;14.8;36.5;17;11;3.816.667
07/10/2014;0;888.191.667;3.825;27.8;20.716.667;14.2;34.083.333;21;8.7;2.808.333
08/10/2014;0;886.383.333;5.404.167;29.3;22.975;14.8;33.25;20;7.7;2.116.667
09/10/2014;0;885.55;6.170.833;30.4;24.341.667;19.3;31.666.667;20;8.3;2.608.333
10/10/2014;0;8.868.375;6.891.667;30.5;25.029.167;19.9;32.25;19;8.7;3.2
11/10/2014;0;887.825;46.125;31.2;25.570.833;20.1;27.166.667;15;10.1;3.233.333
12/10/2014;0;8.878.625;5.175;32;24.708.333;16.4;29.791.667;18;9.2;2.375
13/10/2014;0;887.779.167;5.775;32.4;262.125;19.3;28.458.333;16;8.3;2.7
14/10/2014;0;887.933.333;54.375;32.9;269.625;19.1;26.5;16;7.2;2.366.667
15/10/2014;0;887.745.833;3.054.167;34.5;269.875;18.4;23.708.333;13;9.3;2.604.167
16/10/2014;0;887.654.167;3;33.5;27.295.833;20.4;21.958.333;12;9.1;26.875
17/10/2014;0;887.183.333;55.375;33.4;26.679.167;19.6;26.791.667;18;7.8;2.291.667
18/10/2014;0;885.904.167;6.158.333;34.2;27.358.333;18.2;28.916.667;14;9.6;2.175
19/10/2014;0;885.466.667;7.654.167;33.6;265.375;19.4;31.375;16;7.2;1.604.167
20/10/2014;0;885.675;123.875;31.9;25.129.167;20.5;46.958.333;26;9.5;2.854.167
21/10/2014;1.8;885.645.833;14.870.833;31;240.125;19.6;59.458.333;32;12.2;2.9
22/10/2014;18.2;887.125;16.141.667;26.8;21.379.167;17.6;73.958.333;47;11.1;3.033.333
23/10/2014;.2;8.880.625;15.233.333;26.6;21.245.833;18.4;69.458.333;45;10.5;2.504.167
24/10/2014;0;886.129.167;13.795.833;29;23.175;18.3;57.083.333;34;9.4;2.591.667
25/10/2014;0;885.029.167;14.691.667;27.9;22.429.167;19.6;62.958.333;34;7.3;1.929.167
26/10/2014;.4;885.554.167;16.120.833;27.3;203.375;17.8;78.75;43;7.3;2.395.833
27/10/2014;40.2;8.866.875;17.179.167;26.8;20.654.167;16.2;82.833.333;49;9.7;1.425
28/10/2014;26.2;885.829.167;16.420.833;30.8;22.625;17.3;72.916.667;34;12.3;1.954.167
29/10/2014;8.4;884.554.167;17.595.833;27.3;21.154.167;17.8;81.791.667;49;8.2;28.625
30/10/2014;0;884.795.833;16.858.333;27.1;20.158.333;18.2;82.291.667;52;13.5;2.545.833
31/10/2014;30;886.754.167;17.341.667;23.9;20.091.667;17.5;84.916.667;63;13.2;24.375
01/11/2014;0;8.875.625;167.125;27.4;21.129.167;17.4;77.5;39;8.8;2.029.167
02/11/2014;.4;886.541.667;15.141.667;29.5;235.375;18.6;63.125;35;8.1;1.95
03/11/2014;0;884.608.333;15.216.667;29.9;23.425;17.7;62.5;32;6.3;2.004.167
04/11/2014;7.2;884.695.833;17.191.667;28.8;22.070.833;18.5;75.875;43;12.5;1.920.833
05/11/2014;3;886.433.333;16.225;29.3;22.029.167;17.7;72.416.667;40;8.9;2.391.667
06/11/2014;.4;8.878.125;14.766.667;29.2;22.754.167;16.4;63.208.333;37;9.3;2.325
07/11/2014;.2;886.066.667;15.179.167;30.7;24.095.833;18.4;59.958.333;31;8.8;1.995.833
08/11/2014;1.6;885.3;16.491.667;27.6;22.725;18.7;69.708.333;45;9;2.304.167
09/11/2014;.2;884.4;16.154.167;28.8;22.625;19.2;67.583.333;38;9.5;1.679.167
10/11/2014;3.6;884.708.333;17.566.667;26.1;21.408.333;18.2;79.625;55;9.7;2.704.167
11/11/2014;11.8;884.095.833;16.691.667;28.7;214.125;16.8;76.791.667;41;12.7;1.670.833
12/11/2014;10.2;882.875;17.820.833;28.3;211.375;17.3;83.041.667;46;8.9;2.058.333
13/11/2014;7.2;883.245.833;176.375;23.8;20.129.167;17.9;86.458.333;64;9.4;2.654.167
14/11/2014;.4;8.836.375;184.375;25.3;202.875;18.3;89.625;61;12.4;1.729.167
15/11/2014;19.4;884.745.833;18.233.333;27.2;21.483.333;18.7;83.25;51;10.2;2.054.167
16/11/2014;13.8;885.191.667;17.516.667;27.2;21.625;17.5;80.166.667;48;7.5;2.054.167
17/11/2014;25;885.108.333;16.429.167;28.2;21.170.833;17;78.166.667;34;12.6;1.679.167
18/11/2014;4.4;885.154.167;16.45;24.2;20.008.333;16.5;81.041.667;54;7.1;18.625
19/11/2014;2.2;885.675;15.058.333;27.1;218.625;18;67.041.667;41;8.5;2.841.667
20/11/2014;0;885.916.667;12.325;28.1;23.120.833;19.3;51.416.667;38;6.7;2.541.667
21/11/2014;0;8.861.375;13.683.333;29.9;23.945.833;19.7;54;30;9.5;2.441.667
22/11/2014;0;885.958.333;18.279.167;26.8;21.416.667;19.5;82.916.667;58;10.1;1.608.333
23/11/2014;17.6;885.841.667;18.175;26.8;20.054.167;18.2;89.833.333;57;12.9;2.520.833
24/11/2014;8.4;886.470.833;17.683.333;25.4;20.904.167;17.9;83.291.667;56;9;1.6
25/11/2014;4.2;8.853.875;17.525;27.4;218.125;18.3;78.75;47;10.2;1.891.667
26/11/2014;18.4;884.854.167;17.420.833;26.7;212.375;18;80.666.667;51;8.6;2.366.667
27/11/2014;2;885.141.667;18.491.667;24.2;209.125;19.7;86.583.333;66;6.1;1.879.167
28/11/2014;6.6;886.345.833;18.191.667;26.5;198.875;18.2;90.75;55;13.7;1.729.167
29/11/2014;4.6;8.866.625;173.125;27.8;21.616.667;17.1;79.541.667;47;7.5;1.566.667
30/11/2014;0;886.170.833;17.483.333;28.8;23.304.167;20.3;71.333.333;46;11;23.125
01/12/2014;42;886.55;17.295.833;24;20.304.167;17.8;84.541.667;59;8;28.625
02/12/2014;.6;886.358.333;17.408.333;21;19.216.667;18.3;89.458.333;65;8.3;2.658.333
03/12/2014;1.4;8.859.875;15.316.667;27;21.654.167;17.4;70.666.667;38;9.6;2.425
04/12/2014;0;885.3;15.866.667;28.3;21.470.833;15.8;73.041.667;40;7.5;1.870.833
05/12/2014;12;8.852.375;17.145.833;28.2;209.125;17.6;81.75;41;13.7;16.125
06/12/2014;3.2;886.170.833;16.975;25.1;19.016.667;16.9;89.166.667;55;9;2.691.667
07/12/2014;16;886.483.333;170.875;23.6;18.966.667;17;89.75;62;8.8;2.941.667
08/12/2014;13.4;8.870.125;17.266.667;20.3;182.625;17.1;94;81;8.9;3.054.167
09/12/2014;3.2;886.179.167;16.954.167;22.7;192.375;17.4;87.291.667;69;8.1;2.075
10/12/2014;3.4;885.541.667;16.754.167;24.7;20.629.167;17.8;79.833.333;55;8;2.583.333
11/12/2014;0;8.858.625;17;26.2;20.345.833;17.4;82.125;50;10;1.966.667
12/12/2014;6;886.325;17.375;23.9;19.258.333;17.5;89.75;66;10.1;2.295.833
13/12/2014;18.6;8.846.125;16.720.833;25.8;20.504.167;17.3;80;56;8.2;2.733.333
14/12/2014;.4;883.658.333;17.8;25.6;20.716.667;18.1;84;57;9.3;2.641.667
15/12/2014;13;885.254.167;18.804.167;25.9;207.375;18.6;89.708.333;60;7.3;2.429.167
16/12/2014;18.8;885.904.167;190.625;26.9;21.75;18.7;86.125;58;7.5;17.125
17/12/2014;75.2;885.15;18.191.667;27;20.645.833;17;87.583.333;55;18.6;2
18/12/2014;35;884.170.833;19.041.667;26.2;21.3;17;88.291.667;53;10.1;1.620.833
19/12/2014;11.6;883.975;18.545.833;24.8;20.658.333;17.1;88.166.667;67;10.1;1.345.833
20/12/2014;1.2;884.783.333;18.075;26.7;21.408.333;18.5;82.541.667;55;10.4;3.191.667
21/12/2014;.2;886.266.667;18.270.833;26.7;20.804.167;18.6;87;53;10.4;3.120.833
22/12/2014;11.6;886.741.667;18.4;27.6;210.375;18.4;86.458.333;46;8;2.004.167
23/12/2014;8;8.864.625;18.75;21.8;19.804.167;18.9;93.833.333;81;10.4;15.875
24/12/2014;29.4;886.254.167;17.4;27.4;21.316.667;17.3;80.541.667;44;8.2;1.625
25/12/2014;.2;887.808.333;15.641.667;28.4;23.341.667;18.2;64.375;35;9;2.795.833
26/12/2014;0;888.875;15.979.167;28.4;23.854.167;19.6;62.083.333;43;9.4;3.391.667
27/12/2014;0;887.879.167;134.625;28.2;23.55;18.8;55.375;29;9.6;3.383.333
28/12/2014;0;886.75;119.375;29.9;23.795.833;15.5;49.5;28;6.5;2.1
29/12/2014;0;886.370.833;13.945.833;31;24.008.333;17;56.875;26;9.6;2.125
30/12/2014;4;8.860.375;15.9;30.1;22.879.167;18.4;68.166.667;32;8.8;1.879.167
31/12/2014;.2;886.658.333;14.991.667;29.3;22.166.667;16.6;66.375;32;13.2;2.208.333
01/01/2015;0;886.979.167;14.370.833;30.4;23.629.167;16.9;60.125;30;8.4;1.808.333
02/01/2015;0;886.941.667;15.525;30.2;231.625;17.8;63.875;34;7.4;1.5
03/01/2015;0;886.420.833;17.154.167;30.5;23.029.167;18.8;71.166.667;41;10.6;1.970.833
04/01/2015;13.6;887.408.333;169.625;27.3;22.225;17.2;73.625;49;12.2;30.125
05/01/2015;0;887.416.667;14.183.333;29;227.375;16.1;63.958.333;27;7.9;2.041.667
06/01/2015;0;888.220.833;13.720.833;29.5;23.579.167;17.6;56.458.333;30;7.7;1.716.667
07/01/2015;0;887.570.833;14.316.667;28;22.466.667;16.5;61.375;38;7.8;2.408.333
08/01/2015;0;887.395.833;15.5;28.9;23.775;19.6;61.583.333;34;9.1;2.8
09/01/2015;0;887.666.667;13.291.667;28.7;24.125;18.9;52.041.667;33;8.7;3.033.333
10/01/2015;0;888.079.167;11.341.667;28.7;234.375;16.2;49.541.667;26;7.6;1.8
11/01/2015;0;8.873.875;13.008.333;30.1;24.316.667;17;51.416.667;31;7.5;2.170.833
12/01/2015;0;887.3;134.875;30.7;25.5;19.4;49.583.333;29;9;2.279.167
13/01/2015;0;886.708.333;13.45;31;24.795.833;17.8;52.041.667;23;8.3;19.375
14/01/2015;0;null;null;30.4;null;19.9;425.625;25;9.3;null
15/01/2015;0;8.873.625;11.620.833;29.2;23.854.167;17.7;48.291.667;29;9.4;2.575
16/01/2015;0;887.583.333;12.833.333;29.6;241.125;17.2;50.625;28;9.3;2.525
17/01/2015;0;8.871.125;12.679.167;30.4;238.875;16.1;52.291.667;29;6.7;1.729.167
18/01/2015;0;886.9;140.125;31.1;242.375;17.3;58.75;24;7.9;2.016.667
19/01/2015;0;886.416.667;11.291.667;31.7;25.291.667;17.9;44;23;9.5;2.283.333
20/01/2015;0;885.441.667;13.354.167;31.7;24.991.667;18.4;52.625;22;8.5;2.016.667
21/01/2015;0;8.854.875;14.616.667;30.9;23.825;17.6;59.958.333;25;11.1;20.375
22/01/2015;1.6;886.286.957;15.430.435;28.9;20.821.739;17.4;73.913.043;38;16.8;2.126.087
23/01/2015;24.4;886.733.333;159.125;27.5;20.420.833;15.5;77.541.667;39;6.6;1.645.833
24/01/2015;3.2;886.545.833;16.808.333;26.1;20.316.667;17.8;82;49;9.8;2.020.833
25/01/2015;1.8;887.091.667;16.095.833;26.1;201.625;17;78.958.333;48;12;2.25
26/01/2015;.2;887.316.667;162.625;26.9;211.875;18.1;75.291.667;47;8.6;2.166.667
27/01/2015;0;887.295.833;17.820.833;25.6;20.491.667;17.4;85.666.667;57;9.3;1.470.833
28/01/2015;2;887.325;17.558.333;27.5;20.675;17.4;83.958.333;48;8.5;18.125
29/01/2015;33;8.873.625;16.954.167;28.5;21.3;17;79.708.333;36;9.5;1.708.333
30/01/2015;1.4;886.691.667;163.875;29.7;23.716.667;17.2;66.041.667;33;8.5;2.354.167
31/01/2015;0;886.65;14.691.667;31;25.033.333;17.7;56.375;28;8.4;2.391.667
01/02/2015;0;8.871.375;12.6;29.6;24.475;17.9;50.25;25;9.6;2.25
02/02/2015;0;8.867.625;11.604.167;30.4;241.125;16.7;47.875;27;7.1;1.975
03/02/2015;0;885.975;14.383.333;29.8;229.875;17.5;60;34;9.2;1.904.167
04/02/2015;.2;885.195.833;16.025;26.7;21.583.333;18.6;71.625;46;8.2;2.404.167
05/02/2015;9.4;884.229.167;17.525;26.5;21.05;18;81.833.333;52;10.5;3.083.333
06/02/2015;9.2;8.833.375;18.825;21.9;19.291.667;18.6;97.25;84;10.3;3.604.167
07/02/2015;31.2;883.695.833;183.375;19.7;18.708.333;18.1;97.791.667;91;13.3;4.270.833
08/02/2015;6.4;8.859.375;18.033.333;22.3;18.920.833;17.8;94.791.667;78;12.2;4.125
09/02/2015;1.4;886.954.167;16.875;25.9;206.375;17.3;80.5;57;8.9;2.416.667
10/02/2015;0;887.204.167;17.604.167;27.4;21.675;18.1;79.083.333;50;7.5;2.033.333
11/02/2015;.2;888.125;17.025;28.9;22.875;17.9;72.875;32;9;2.608.333
12/02/2015;0;888.804.167;15.254.167;29;24.104.167;19.5;60.166.667;32;7.7;2.483.333
13/02/2015;0;888.645.833;11.570.833;30.2;24.145.833;15.8;48.25;28;7.8;2.116.667
14/02/2015;0;887.345.833;111.125;30.5;239.375;15.6;48.416.667;23;6.4;1.466.667
15/02/2015;0;8.863.625;13.991.667;29.8;228.375;17.4;59;35;10.8;1.725
16/02/2015;2.8;8.862.375;16.620.833;28.4;22.216.667;17.8;72.5;43;10.1;1.683.333
17/02/2015;.6;885.95;16.475;26.8;21.458.333;17.7;74;49;9.8;1.925
18/02/2015;34;885.758.333;171.625;23.4;19.675;17.3;86.583.333;62;8.8;19.375
19/02/2015;1.2;885.783.333;17.529.167;23.2;20.35;17.9;84.5;67;7.8;2.133.333
20/02/2015;.4;886.483.333;17.120.833;26;210.375;17.5;79.958.333;52;9.3;2.620.833
21/02/2015;0;8.875.625;16.279.167;27.8;22.270.833;18.1;71.666.667;39;10.6;2.858.333
22/02/2015;0;887.670.833;15.245.833;28.7;22.8;16.9;63.708.333;38;10.4;3.304.167
23/02/2015;0;887.495.833;14.666.667;27;22.279.167;17.2;63.75;41;8.5;3.054.167
24/02/2015;0;887.970.833;15.658.333;26;212.125;18;71.208.333;49;9.6;3.375
25/02/2015;.6;888.545.833;16.075;27.9;22.645.833;18.6;68.416.667;45;9.8;2.745.833
26/02/2015;0;886.708.333;174.375;28.6;22.054.167;18.5;76.541.667;45;7.5;1.729.167
27/02/2015;17.8;886.220.833;178.125;26;21.333.333;18.3;82.041.667;53;6.9;2.270.833
28/02/2015;0;885.7;17.983.333;28;20.804.167;17.9;85.541.667;47;12.5;18.375
01/03/2015;6;886.020.833;17.866.667;26.7;21.016.667;17.7;84;53;9;1.695.833
02/03/2015;5;886.879.167;18.058.333;26;20.904.167;18.3;84.791.667;55;8.4;20.375
03/03/2015;2.4;8.863.625;17.716.667;27.6;21.808.333;17.4;79.041.667;50;7.8;2.204.167
04/03/2015;.6;886.545.833;17.358.333;26.8;22.55;18.3;73.416.667;49;7.5;2.095.833
05/03/2015;0;886.983.333;17.854.167;24.9;20.141.667;17.8;87.5;60;7.5;1.775
06/03/2015;2.6;886.354.167;17.295.833;26.7;20.7;17.1;82.541.667;50;8.5;16.625
07/03/2015;1.2;885.904.167;170.125;27.9;20.325;15.8;83.25;48;16;12.625
08/03/2015;31.4;886.241.667;182.125;26.1;205.625;16.2;87.291.667;61;10.6;18.125
09/03/2015;10.4;885.691.667;18.070.833;28.2;20.666.667;16.7;87.125;51;18.3;1.529.167
10/03/2015;21.2;885.566.667;19.175;27.2;20.704.167;17.1;91.958.333;53;23.5;15.125
11/03/2015;33.2;885.379.167;18.104.167;28;207.625;17.3;87.083.333;45;9.9;1.541.667
12/03/2015;53.6;885.795.833;17.720.833;24.4;19.991.667;17.8;87.916.667;62;7.1;1.541.667
13/03/2015;.6;8.856.625;18.445.833;25.1;20.7;17.6;88.25;60;6;1.616.667
14/03/2015;1.8;8.854.625;18.65;26.8;21.208.333;18.9;86.791.667;57;11.8;2.158.333
15/03/2015;23;8.858.625;18.295.833;27.3;21.35;18.6;84.916.667;52;8.5;2.283.333
16/03/2015;0;885.575;16.883.333;27.2;21.095.833;17.2;78.791.667;45;9.8;2.116.667
17/03/2015;0;8.861.125;16.404.167;24.5;19.454.167;16.7;83.583.333;56;13.8;1.520.833
18/03/2015;16.2;8.866.625;17.295.833;24.7;19.766.667;17;87.208.333;52;7.3;1.854.167
19/03/2015;7.2;886.731.579;17.831.579;19.9;null;17.8;98.578.947;81;7.1;1.4
20/03/2015;15;885.5;17.45;22.1;18.45;16.6;94.291.667;70;6.5;1.654.167
21/03/2015;.8;884.920.833;171.375;25.6;191.625;16.7;89.25;54;9.3;2.070.833
22/03/2015;34.6;885.383.333;17.3;24.3;19.029.167;16.6;90.666.667;63;8.1;3.145.833
23/03/2015;2.2;887.575;17.725;27.2;214.375;17.8;81.708.333;48;6.9;23.375
24/03/2015;8.2;889.075;18.991.667;25.1;204.875;18.3;91.875;65;9.4;1.470.833
25/03/2015;2.4;888.483.333;18.325;28.6;211.875;17.3;85.958.333;42;8.2;1.754.167
26/03/2015;.4;887.416.667;186.375;27.6;21.125;16.9;87.416.667;51;10.2;14.125
27/03/2015;13;888.520.833;19.233.333;23.8;20.291.667;18.3;93.958.333;73;7.1;.9875
28/03/2015;2.6;889.133.333;18.029.167;28.8;22.383.333;16.4;79.208.333;47;7.9;2
29/03/2015;0;887.704.167;176.625;29.5;233.875;17.7;72.958.333;44;6.9;1.858.333
30/03/2015;0;886.970.833;17.25;28.8;22.770.833;17.5;73.416.667;46;8;1.541.667
31/03/2015;0;8.872.875;17.775;28.7;22.025;19.1;78.958.333;43;8.1;1.416.667
01/04/2015;.2;887.2;17.045.833;29.7;23.125;17.9;71.166.667;37;7.4;1.6
02/04/2015;0;887.308.333;18.045.833;28.6;21.979.167;18.5;79.75;46;10.7;1.916.667
03/04/2015;1.4;886;18.216.667;26.7;21.345.833;18.5;83.458.333;59;6.3;1.970.833
04/04/2015;6.4;8.847.375;18.05;27.5;21.695.833;18.1;81.375;48;7.7;2.133.333
05/04/2015;.4;885.291.667;18.866.667;25.9;20.991.667;19.3;88.458.333;60;7.7;12.125
06/04/2015;20.4;884.970.833;17.783.333;27.7;22.333.333;17.8;77.75;49;8.1;2.008.333
07/04/2015;0;884.725;18.55;27.7;22.129.167;19.1;81.541.667;53;9.6;2.441.667
08/04/2015;16.8;886.525;19.179.167;26.1;208.625;19;90.875;61;9.4;1.758.333
09/04/2015;21.6;887.958.333;18.445.833;25.4;20.358.333;17.3;89.833.333;58;7.7;2.141.667
10/04/2015;.4;888.6;179.625;27;21.979.167;18.7;80;52;8.8;32.125
11/04/2015;0;888.329.167;17.125;27.9;22.416.667;18.6;73.333.333;48;7.1;2.770.833
12/04/2015;0;8.875.125;170.875;26.6;21.925;19.5;74.875;50;5.9;1.958.333
13/04/2015;.2;888.1;17.004.167;27.2;22.033.333;18.3;75.5;43;7.2;1.725
14/04/2015;2.2;888.058.333;17.458.333;27.5;21.808.333;18.9;78.625;45;6.8;16.125
15/04/2015;7.8;887.583.333;18.195.833;25.7;21.3;18.7;84.166.667;58;5.9;17.875
16/04/2015;30.6;8.869.375;18.341.667;26.4;20.491.667;17.3;88.75;58;7.4;1.620.833
17/04/2015;5.4;8.870.625;17.466.667;26.9;21.075;16.3;82.125;52;5.2;1.129.167
18/04/2015;0;887.220.833;18.966.667;26.4;21.541.667;18.4;86.5;60;6.8;1.620.833
19/04/2015;.2;886.304.167;18.229.167;28.7;21.854.167;17.4;82.708.333;44;8.5;1.704.167
20/04/2015;22.8;886.358.333;187.625;29;229.125;18.9;80.208.333;45;7.3;1.758.333
21/04/2015;9.6;886.675;18.3;27.3;21.995.833;18.7;82.166.667;46;6.4;1.7
22/04/2015;.2;886.420.833;18.858.333;27.9;22.8;19.6;80.208.333;50;8.9;11.625
23/04/2015;10.6;887.479.167;18.541.667;26.7;214.375;17.9;84.916.667;58;8.8;1.791.667
24/04/2015;.6;888.429.167;18.333.333;27.9;213.625;17.8;84.791.667;48;7.6;1.441.667
25/04/2015;6.2;8.885.125;18.441.667;28.4;21.345.833;18.7;85.625;47;7.7;1.620.833
26/04/2015;12.2;887.545.833;192.125;27;20.966.667;18.6;90.875;54;7.7;1.595.833
27/04/2015;9.8;887.379.167;17.308.333;24.9;20.783.333;17.6;81.916.667;60;8.7;2.479.167
28/04/2015;0;886.829.167;17.758.333;25.5;20.770.833;17.6;84;55;7.2;1.979.167
29/04/2015;5;886.25;16.933.333;25.7;203.125;16;82.791.667;53;7.3;1.808.333
30/04/2015;1;886.366.667;17.529.167;25.8;19.929.167;17.4;87.5;53;10.2;1.570.833
01/05/2015;14.2;886.583.333;16.270.833;23.7;19.054.167;14.9;85.25;60;6.3;1.808.333
02/05/2015;.2;8.863.875;15.958.333;25.3;19.983.333;15.4;79.25;55;7.5;2.425
03/05/2015;0;887.108.333;16.1;25.3;20.625;17.2;76.583.333;52;8.8;2.725
04/05/2015;0;887.508.333;171.625;25.3;20.320.833;16.8;83.5;56;7.8;1.7
05/05/2015;1.4;887.954.167;18.470.833;24.6;20.395.833;18.3;89.625;63;7;1.275
06/05/2015;5.2;887.941.667;18.75;25.5;20.633.333;18.5;89.791.667;61;5.2;1.333.333
07/05/2015;5.8;887.045.833;174.875;25.8;20.666.667;16.5;83.708.333;55;6.5;1.466.667
08/05/2015;0;888.420.833;17.483.333;25.9;21.266.667;17.9;80.333.333;55;8.1;2.670.833
09/05/2015;0;889.258.333;17.204.167;23.3;197.625;17.6;85.458.333;68;8.3;3.383.333
10/05/2015;0;887.883.333;162.375;27.2;21.041.667;16.7;75.666.667;46;7.1;2.079.167
11/05/2015;10.8;887.779.167;16.370.833;20.5;173.375;15.7;94.208.333;78;9.4;1.995.833
12/05/2015;1.8;887.341.667;15.283.333;24.5;18.375;13.4;83.916.667;56;5.5;1.529.167
13/05/2015;0;888.383.333;16.029.167;23.3;19.275;16.5;82.125;65;6.2;2.325
14/05/2015;0;888.620.833;16.95;23.6;18.933.333;16.4;88.791.667;66;8.5;2.954.167
15/05/2015;0;889.7;16.275;22.9;19.066.667;16.6;84.833.333;61;8.3;3.091.667
16/05/2015;0;890.641.667;14.666.667;22.1;18.725;15.5;78.291.667;60;8.6;3.125
17/05/2015;0;891.354.167;147.125;24.7;19.241.667;15.1;76.916.667;52;7.6;2.575
18/05/2015;0;8.904.125;14.458.333;24.3;19.533.333;15.9;73.75;51;7.3;2.716.667
19/05/2015;0;889.670.833;14.845.833;25.4;19.745.833;16.1;74.958.333;47;6.7;26.125
20/05/2015;0;889.216.667;14.45;24.6;19.733.333;17.2;72.375;51;7.4;29.375
21/05/2015;0;890.633.333;15.683.333;24.6;19.208.333;15.7;81.75;55;8.1;3.308.333
22/05/2015;0;891.233.333;14.495.833;23.7;19.104.167;15.4;75.541.667;57;9;3.445.833
23/05/2015;0;890.258.333;13.904.167;24.7;192.375;14.3;72.875;49;7.9;24.125
24/05/2015;0;8.890.125;13.670.833;26;19.633.333;13.2;71.083.333;41;5.7;1.633.333
25/05/2015;0;888.766.667;12.616.667;26;19.883.333;13.3;66.75;33;6.3;1.795.833
26/05/2015;0;888.429.167;12.654.167;26.3;19.833.333;12.9;66.375;36;8.3;2.345.833
27/05/2015;0;887.783.333;12.125;27.6;20.729.167;13.5;60.625;30;6.6;1.829.167
28/05/2015;0;887.795.833;13.383.333;27.2;20.120.833;14.8;67.416.667;38;6.9;12.875
29/05/2015;4.2;886.491.667;15.383.333;25.1;19.741.667;16.1;77.458.333;52;7.5;2.058.333
30/05/2015;0;887.283.333;15.708.333;26.4;20.345.833;15.2;78.125;41;5;1.104.167
31/05/2015;.2;888.504.167;15.033.333;27.3;21.041.667;14.6;71.375;38;6.5;1.825
01/06/2015;0;889.15;14.35;27;208.875;14.6;70;38;6.8;17.375
02/06/2015;0;888.783.333;13.608.333;26.1;21.2;15.3;63.958.333;40;8;2.3
03/06/2015;0;889.5;14.158.333;23.9;197.625;15.7;71.083.333;53;8.4;2.620.833
04/06/2015;0;890.633.333;14.008.333;23.7;18.970.833;15.2;74.083.333;52;8.6;3.120.833
05/06/2015;0;890.4;13.108.333;24.8;19.129.167;14.6;69.666.667;44;8;2.925
06/06/2015;0;889.379.167;13.595.833;24.7;19.595.833;15.6;69.583.333;46;7.9;2.916.667
07/06/2015;0;889.866.667;14.054.167;24.6;19.779.167;16;70.458.333;52;8.5;3.091.667
08/06/2015;0;889.666.667;13.383.333;24.8;19.775;14.9;68.458.333;43;8.7;2.741.667
09/06/2015;0;888.920.833;11.766.667;25.8;19.779.167;12.9;62.208.333;36;7.3;2.245.833
10/06/2015;0;889.258.333;11.754.167;26.3;201.625;13.6;60.666.667;33;7.1;21.375
11/06/2015;0;889.1;12.15;26;19.370.833;13.3;65.25;37;7.5;1.870.833
12/06/2015;0;888.795.833;13.154.167;26.3;20.025;13.6;66.583.333;40;8.5;21.125
13/06/2015;0;887.945.833;11.95;26.9;20.433.333;14.7;61.666.667;30;10.1;2.208.333
14/06/2015;0;887.65;9.883.333;27.6;20.025;13.5;54.916.667;30;8.5;1.958.333
15/06/2015;0;888.733.333;10.258.333;28.7;20.716.667;13.7;54.958.333;27;6.2;1.391.667
16/06/2015;0;8.886.875;13.358.333;26.9;20.695.833;15.4;64.416.667;39;10.3;1.916.667
17/06/2015;0;889.225;13.979.167;26;20.883.333;16.2;66.083.333;45;8.7;2.704.167
18/06/2015;0;889.35;138.875;26.4;20.991.667;17;65.25;40;7.8;2.779.167
19/06/2015;0;890.004.167;12.641.667;25.5;19.704.167;13.9;66.916.667;33;8.7;2.291.667
20/06/2015;0;890.95;11.8;23.4;18.875;15.2;65.291.667;38;11.6;3.458.333
21/06/2015;0;8.929.875;11.970.833;20.3;164.125;13.8;75.75;60;7.7;2.625
22/06/2015;0;892.233.333;12.041.667;22.8;17.429.167;13.6;71.958.333;47;7.6;2.754.167
23/06/2015;0;892.491.667;11.008.333;24.4;172.625;11.3;71.041.667;31;6.1;13.875
24/06/2015;0;892.320.833;101.125;24.4;18.945.833;13.7;58.125;35;9.6;2.833.333
25/06/2015;0;8.933.625;12.066.667;24.1;18.716.667;14.2;65.875;50;10.6;3.345.833
26/06/2015;0;8.945.125;12.25;21.5;17.120.833;14.2;73.708.333;55;9.7;3.729.167
27/06/2015;0;893.708.333;10.070.833;22.1;16.416.667;11.6;67.583.333;42;9;3.475
28/06/2015;0;8.917.375;93.625;22.3;164.125;11.8;64.125;43;7.5;3.008.333
29/06/2015;0;890.35;104.375;23;17.358.333;11.5;65.333.333;41;7.7;2.395.833
30/06/2015;0;890.429.167;10.141.667;26.2;18.033.333;10.9;64.291.667;27;8.6;1.758.333
01/07/2015;0;890.245.833;9.054.167;26.6;19.029.167;12.5;55.708.333;27;6.2;1.404.167
