Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
18/10/2014;0;885,904167;6,158333;34,2;27,358333;18,2;28,916667;14;9,6;2,175
19/10/2014;0;885,466667;7,654167;33,6;26,5375;19,4;31,375;16;7,2;1,604167
20/10/2014;0;885,675;12,3875;31,9;25,129167;20,5;46,958333;26;9,5;2,854167
21/10/2014;1,8;885,645833;14,870833;31;24,0125;19,6;59,458333;32;12,2;2,9
22/10/2014;18,2;887,125;16,141667;26,8;21,379167;17,6;73,958333;47;11,1;3,033333
23/10/2014;0,2;888,0625;15,233333;26,6;21,245833;18,4;69,458333;45;10,5;2,504167
24/10/2014;0;886,129167;13,795833;29;23,175;18,3;57,083333;34;9,4;2,591667
25/10/2014;0;885,029167;14,691667;27,9;22,429167;19,6;62,958333;34;7,3;1,929167
26/10/2014;0,4;885,554167;16,120833;27,3;20,3375;17,8;78,75;43;7,3;2,395833
27/10/2014;40,2;886,6875;17,179167;26,8;20,654167;16,2;82,833333;49;9,7;1,425
28/10/2014;26,2;885,829167;16,420833;30,8;22,625;17,3;72,916667;34;12,3;1,954167
29/10/2014;8,4;884,554167;17,595833;27,3;21,154167;17,8;81,791667;49;8,2;2,8625
30/10/2014;0;884,795833;16,858333;27,1;20,158333;18,2;82,291667;52;13,5;2,545833
31/10/2014;30;886,754167;17,341667;23,9;20,091667;17,5;84,916667;63;13,2;2,4375
01/11/2014;0;887,5625;16,7125;27,4;21,129167;17,4;77,5;39;8,8;2,029167
02/11/2014;0,4;886,541667;15,141667;29,5;23,5375;18,6;63,125;35;8,1;1,95
03/11/2014;0;884,608333;15,216667;29,9;23,425;17,7;62,5;32;6,3;2,004167
04/11/2014;7,2;884,695833;17,191667;28,8;22,070833;18,5;75,875;43;12,5;1,920833
05/11/2014;3;886,433333;16,225;29,3;22,029167;17,7;72,416667;40;8,9;2,391667
06/11/2014;0,4;887,8125;14,766667;29,2;22,754167;16,4;63,208333;37;9,3;2,325
07/11/2014;0,2;886,066667;15,179167;30,7;24,095833;18,4;59,958333;31;8,8;1,995833
08/11/2014;1,6;885,3;16,491667;27,6;22,725;18,7;69,708333;45;9;2,304167
09/11/2014;0,2;884,4;16,154167;28,8;22,625;19,2;67,583333;38;9,5;1,679167
10/11/2014;3,6;884,708333;17,566667;26,1;21,408333;18,2;79,625;55;9,7;2,704167
11/11/2014;11,8;884,095833;16,691667;28,7;21,4125;16,8;76,791667;41;12,7;1,670833
12/11/2014;10,2;882,875;17,820833;28,3;21,1375;17,3;83,041667;46;8,9;2,058333
13/11/2014;7,2;883,245833;17,6375;23,8;20,129167;17,9;86,458333;64;9,4;2,654167
14/11/2014;0,4;883,6375;18,4375;25,3;20,2875;18,3;89,625;61;12,4;1,729167
15/11/2014;19,4;884,745833;18,233333;27,2;21,483333;18,7;83,25;51;10,2;2,054167
16/11/2014;13,8;885,191667;17,516667;27,2;21,625;17,5;80,166667;48;7,5;2,054167
17/11/2014;25;885,108333;16,429167;28,2;21,170833;17;78,166667;34;12,6;1,679167
18/11/2014;4,4;885,154167;16,45;24,2;20,008333;16,5;81,041667;54;7,1;1,8625
19/11/2014;2,2;885,675;15,058333;27,1;21,8625;18;67,041667;41;8,5;2,841667
20/11/2014;0;885,916667;12,325;28,1;23,120833;19,3;51,416667;38;6,7;2,541667
21/11/2014;0;886,1375;13,683333;29,9;23,945833;19,7;54;30;9,5;2,441667
22/11/2014;0;885,958333;18,279167;26,8;21,416667;19,5;82,916667;58;10,1;1,608333
23/11/2014;17,6;885,841667;18,175;26,8;20,054167;18,2;89,833333;57;12,9;2,520833
24/11/2014;8,4;886,470833;17,683333;25,4;20,904167;17,9;83,291667;56;9;1,6
25/11/2014;4,2;885,3875;17,525;27,4;21,8125;18,3;78,75;47;10,2;1,891667
26/11/2014;18,4;884,854167;17,420833;26,7;21,2375;18;80,666667;51;8,6;2,366667
27/11/2014;2;885,141667;18,491667;24,2;20,9125;19,7;86,583333;66;6,1;1,879167
28/11/2014;6,6;886,345833;18,191667;26,5;19,8875;18,2;90,75;55;13,7;1,729167
29/11/2014;4,6;886,6625;17,3125;27,8;21,616667;17,1;79,541667;47;7,5;1,566667
30/11/2014;0;886,170833;17,483333;28,8;23,304167;20,3;71,333333;46;11;2,3125
01/12/2014;42;886,55;17,295833;24;20,304167;17,8;84,541667;59;8;2,8625
02/12/2014;0,6;886,358333;17,408333;21;19,216667;18,3;89,458333;65;8,3;2,658333
03/12/2014;1,4;885,9875;15,316667;27;21,654167;17,4;70,666667;38;9,6;2,425
04/12/2014;0;885,3;15,866667;28,3;21,470833;15,8;73,041667;40;7,5;1,870833
05/12/2014;12;885,2375;17,145833;28,2;20,9125;17,6;81,75;41;13,7;1,6125
06/12/2014;3,2;886,170833;16,975;25,1;19,016667;16,9;89,166667;55;9;2,691667
07/12/2014;16;886,483333;17,0875;23,6;18,966667;17;89,75;62;8,8;2,941667
08/12/2014;13,4;887,0125;17,266667;20,3;18,2625;17,1;94;81;8,9;3,054167
09/12/2014;3,2;886,179167;16,954167;22,7;19,2375;17,4;87,291667;69;8,1;2,075
10/12/2014;3,4;885,541667;16,754167;24,7;20,629167;17,8;79,833333;55;8;2,583333
11/12/2014;0;885,8625;17;26,2;20,345833;17,4;82,125;50;10;1,966667
12/12/2014;6;886,325;17,375;23,9;19,258333;17,5;89,75;66;10,1;2,295833
13/12/2014;18,6;884,6125;16,720833;25,8;20,504167;17,3;80;56;8,2;2,733333
14/12/2014;0,4;883,658333;17,8;25,6;20,716667;18,1;84;57;9,3;2,641667
15/12/2014;13;885,254167;18,804167;25,9;20,7375;18,6;89,708333;60;7,3;2,429167
16/12/2014;18,8;885,904167;19,0625;26,9;21,75;18,7;86,125;58;7,5;1,7125
17/12/2014;75,2;885,15;18,191667;27;20,645833;17;87,583333;55;18,6;2
18/12/2014;35;884,170833;19,041667;26,2;21,3;17;88,291667;53;10,1;1,620833
19/12/2014;11,6;883,975;18,545833;24,8;20,658333;17,1;88,166667;67;10,1;1,345833
20/12/2014;1,2;884,783333;18,075;26,7;21,408333;18,5;82,541667;55;10,4;3,191667
21/12/2014;0,2;886,266667;18,270833;26,7;20,804167;18,6;87;53;10,4;3,120833
22/12/2014;11,6;886,741667;18,4;27,6;21,0375;18,4;86,458333;46;8;2,004167
23/12/2014;8;886,4625;18,75;21,8;19,804167;18,9;93,833333;81;10,4;1,5875
24/12/2014;29,4;886,254167;17,4;27,4;21,316667;17,3;80,541667;44;8,2;1,625
25/12/2014;0,2;887,808333;15,641667;28,4;23,341667;18,2;64,375;35;9;2,795833
26/12/2014;0;888,875;15,979167;28,4;23,854167;19,6;62,083333;43;9,4;3,391667
27/12/2014;0;887,879167;13,4625;28,2;23,55;18,8;55,375;29;9,6;3,383333
28/12/2014;0;886,75;11,9375;29,9;23,795833;15,5;49,5;28;6,5;2,1
29/12/2014;0;886,370833;13,945833;31;24,008333;17;56,875;26;9,6;2,125
30/12/2014;4;886,0375;15,9;30,1;22,879167;18,4;68,166667;32;8,8;1,879167
31/12/2014;0,2;886,658333;14,991667;29,3;22,166667;16,6;66,375;32;13,2;2,208333
01/01/2015;0;886,979167;14,370833;30,4;23,629167;16,9;60,125;30;8,4;1,808333
02/01/2015;0;886,941667;15,525;30,2;23,1625;17,8;63,875;34;7,4;1,5
03/01/2015;0;886,420833;17,154167;30,5;23,029167;18,8;71,166667;41;10,6;1,970833
04/01/2015;13,6;887,408333;16,9625;27,3;22,225;17,2;73,625;49;12,2;3,0125
05/01/2015;0;887,416667;14,183333;29;22,7375;16,1;63,958333;27;7,9;2,041667
06/01/2015;0;888,220833;13,720833;29,5;23,579167;17,6;56,458333;30;7,7;1,716667
07/01/2015;0;887,570833;14,316667;28;22,466667;16,5;61,375;38;7,8;2,408333
08/01/2015;0;887,395833;15,5;28,9;23,775;19,6;61,583333;34;9,1;2,8
09/01/2015;0;887,666667;13,291667;28,7;24,125;18,9;52,041667;33;8,7;3,033333
10/01/2015;0;888,079167;11,341667;28,7;23,4375;16,2;49,541667;26;7,6;1,8
11/01/2015;0;887,3875;13,008333;30,1;24,316667;17;51,416667;31;7,5;2,170833
12/01/2015;0;887,3;13,4875;30,7;25,5;19,4;49,583333;29;9;2,279167
13/01/2015;0;886,708333;13,45;31;24,795833;17,8;52,041667;23;8,3;1,9375
14/01/2015;0;null;null;30,4;null;19,9;42,5625;25;9,3;null
15/01/2015;0;887,3625;11,620833;29,2;23,854167;17,7;48,291667;29;9,4;2,575
16/01/2015;0;887,583333;12,833333;29,6;24,1125;17,2;50,625;28;9,3;2,525
17/01/2015;0;887,1125;12,679167;30,4;23,8875;16,1;52,291667;29;6,7;1,729167
18/01/2015;0;886,9;14,0125;31,1;24,2375;17,3;58,75;24;7,9;2,016667
19/01/2015;0;886,416667;11,291667;31,7;25,291667;17,9;44;23;9,5;2,283333
20/01/2015;0;885,441667;13,354167;31,7;24,991667;18,4;52,625;22;8,5;2,016667
21/01/2015;0;885,4875;14,616667;30,9;23,825;17,6;59,958333;25;11,1;2,0375
22/01/2015;1,6;886,286957;15,430435;28,9;20,821739;17,4;73,913043;38;16,8;2,126087
23/01/2015;24,4;886,733333;15,9125;27,5;20,420833;15,5;77,541667;39;6,6;1,645833
24/01/2015;3,2;886,545833;16,808333;26,1;20,316667;17,8;82;49;9,8;2,020833
25/01/2015;1,8;887,091667;16,095833;26,1;20,1625;17;78,958333;48;12;2,25
26/01/2015;0,2;887,316667;16,2625;26,9;21,1875;18,1;75,291667;47;8,6;2,166667
27/01/2015;0;887,295833;17,820833;25,6;20,491667;17,4;85,666667;57;9,3;1,470833
28/01/2015;2;887,325;17,558333;27,5;20,675;17,4;83,958333;48;8,5;1,8125
29/01/2015;33;887,3625;16,954167;28,5;21,3;17;79,708333;36;9,5;1,708333
30/01/2015;1,4;886,691667;16,3875;29,7;23,716667;17,2;66,041667;33;8,5;2,354167
31/01/2015;0;886,65;14,691667;31;25,033333;17,7;56,375;28;8,4;2,391667
01/02/2015;0;887,1375;12,6;29,6;24,475;17,9;50,25;25;9,6;2,25
02/02/2015;0;886,7625;11,604167;30,4;24,1125;16,7;47,875;27;7,1;1,975
03/02/2015;0;885,975;14,383333;29,8;22,9875;17,5;60;34;9,2;1,904167
04/02/2015;0,2;885,195833;16,025;26,7;21,583333;18,6;71,625;46;8,2;2,404167
05/02/2015;9,4;884,229167;17,525;26,5;21,05;18;81,833333;52;10,5;3,083333
06/02/2015;9,2;883,3375;18,825;21,9;19,291667;18,6;97,25;84;10,3;3,604167
07/02/2015;31,2;883,695833;18,3375;19,7;18,708333;18,1;97,791667;91;13,3;4,270833
08/02/2015;6,4;885,9375;18,033333;22,3;18,920833;17,8;94,791667;78;12,2;4,125
09/02/2015;1,4;886,954167;16,875;25,9;20,6375;17,3;80,5;57;8,9;2,416667
10/02/2015;0;887,204167;17,604167;27,4;21,675;18,1;79,083333;50;7,5;2,033333
11/02/2015;0,2;888,125;17,025;28,9;22,875;17,9;72,875;32;9;2,608333
12/02/2015;0;888,804167;15,254167;29;24,104167;19,5;60,166667;32;7,7;2,483333
13/02/2015;0;888,645833;11,570833;30,2;24,145833;15,8;48,25;28;7,8;2,116667
14/02/2015;0;887,345833;11,1125;30,5;23,9375;15,6;48,416667;23;6,4;1,466667
15/02/2015;0;886,3625;13,991667;29,8;22,8375;17,4;59;35;10,8;1,725
16/02/2015;2,8;886,2375;16,620833;28,4;22,216667;17,8;72,5;43;10,1;1,683333
17/02/2015;0,6;885,95;16,475;26,8;21,458333;17,7;74;49;9,8;1,925
18/02/2015;34;885,758333;17,1625;23,4;19,675;17,3;86,583333;62;8,8;1,9375
19/02/2015;1,2;885,783333;17,529167;23,2;20,35;17,9;84,5;67;7,8;2,133333
20/02/2015;0,4;886,483333;17,120833;26;21,0375;17,5;79,958333;52;9,3;2,620833
21/02/2015;0;887,5625;16,279167;27,8;22,270833;18,1;71,666667;39;10,6;2,858333
22/02/2015;0;887,670833;15,245833;28,7;22,8;16,9;63,708333;38;10,4;3,304167
23/02/2015;0;887,495833;14,666667;27;22,279167;17,2;63,75;41;8,5;3,054167
24/02/2015;0;887,970833;15,658333;26;21,2125;18;71,208333;49;9,6;3,375
25/02/2015;0,6;888,545833;16,075;27,9;22,645833;18,6;68,416667;45;9,8;2,745833
26/02/2015;0;886,708333;17,4375;28,6;22,054167;18,5;76,541667;45;7,5;1,729167
27/02/2015;17,8;886,220833;17,8125;26;21,333333;18,3;82,041667;53;6,9;2,270833
28/02/2015;0;885,7;17,983333;28;20,804167;17,9;85,541667;47;12,5;1,8375
01/03/2015;6;886,020833;17,866667;26,7;21,016667;17,7;84;53;9;1,695833
02/03/2015;5;886,879167;18,058333;26;20,904167;18,3;84,791667;55;8,4;2,0375
03/03/2015;2,4;886,3625;17,716667;27,6;21,808333;17,4;79,041667;50;7,8;2,204167
04/03/2015;0,6;886,545833;17,358333;26,8;22,55;18,3;73,416667;49;7,5;2,095833
05/03/2015;0;886,983333;17,854167;24,9;20,141667;17,8;87,5;60;7,5;1,775
06/03/2015;2,6;886,354167;17,295833;26,7;20,7;17,1;82,541667;50;8,5;1,6625
07/03/2015;1,2;885,904167;17,0125;27,9;20,325;15,8;83,25;48;16;1,2625
08/03/2015;31,4;886,241667;18,2125;26,1;20,5625;16,2;87,291667;61;10,6;1,8125
09/03/2015;10,4;885,691667;18,070833;28,2;20,666667;16,7;87,125;51;18,3;1,529167
10/03/2015;21,2;885,566667;19,175;27,2;20,704167;17,1;91,958333;53;23,5;1,5125
11/03/2015;33,2;885,379167;18,104167;28;20,7625;17,3;87,083333;45;9,9;1,541667
12/03/2015;53,6;885,795833;17,720833;24,4;19,991667;17,8;87,916667;62;7,1;1,541667
13/03/2015;0,6;885,6625;18,445833;25,1;20,7;17,6;88,25;60;6;1,616667
14/03/2015;1,8;885,4625;18,65;26,8;21,208333;18,9;86,791667;57;11,8;2,158333
15/03/2015;23;885,8625;18,295833;27,3;21,35;18,6;84,916667;52;8,5;2,283333
16/03/2015;0;885,575;16,883333;27,2;21,095833;17,2;78,791667;45;9,8;2,116667
17/03/2015;0;886,1125;16,404167;24,5;19,454167;16,7;83,583333;56;13,8;1,520833
18/03/2015;16,2;886,6625;17,295833;24,7;19,766667;17;87,208333;52;7,3;1,854167
19/03/2015;7,2;886,731579;17,831579;19,9;null;17,8;98,578947;81;7,1;1,4
20/03/2015;15;885,5;17,45;22,1;18,45;16,6;94,291667;70;6,5;1,654167
21/03/2015;0,8;884,920833;17,1375;25,6;19,1625;16,7;89,25;54;9,3;2,070833
22/03/2015;34,6;885,383333;17,3;24,3;19,029167;16,6;90,666667;63;8,1;3,145833
23/03/2015;2,2;887,575;17,725;27,2;21,4375;17,8;81,708333;48;6,9;2,3375
24/03/2015;8,2;889,075;18,991667;25,1;20,4875;18,3;91,875;65;9,4;1,470833
25/03/2015;2,4;888,483333;18,325;28,6;21,1875;17,3;85,958333;42;8,2;1,754167
26/03/2015;0,4;887,416667;18,6375;27,6;21,125;16,9;87,416667;51;10,2;1,4125
27/03/2015;13;888,520833;19,233333;23,8;20,291667;18,3;93,958333;73;7,1;0,9875
28/03/2015;2,6;889,133333;18,029167;28,8;22,383333;16,4;79,208333;47;7,9;2
29/03/2015;0;887,704167;17,6625;29,5;23,3875;17,7;72,958333;44;6,9;1,858333
30/03/2015;0;886,970833;17,25;28,8;22,770833;17,5;73,416667;46;8;1,541667
31/03/2015;0;887,2875;17,775;28,7;22,025;19,1;78,958333;43;8,1;1,416667
01/04/2015;0,2;887,2;17,045833;29,7;23,125;17,9;71,166667;37;7,4;1,6
02/04/2015;0;887,308333;18,045833;28,6;21,979167;18,5;79,75;46;10,7;1,916667
03/04/2015;1,4;886;18,216667;26,7;21,345833;18,5;83,458333;59;6,3;1,970833
04/04/2015;6,4;884,7375;18,05;27,5;21,695833;18,1;81,375;48;7,7;2,133333
05/04/2015;0,4;885,291667;18,866667;25,9;20,991667;19,3;88,458333;60;7,7;1,2125
06/04/2015;20,4;884,970833;17,783333;27,7;22,333333;17,8;77,75;49;8,1;2,008333
07/04/2015;0;884,725;18,55;27,7;22,129167;19,1;81,541667;53;9,6;2,441667
08/04/2015;16,8;886,525;19,179167;26,1;20,8625;19;90,875;61;9,4;1,758333
09/04/2015;21,6;887,958333;18,445833;25,4;20,358333;17,3;89,833333;58;7,7;2,141667
10/04/2015;0,4;888,6;17,9625;27;21,979167;18,7;80;52;8,8;3,2125
11/04/2015;0;888,329167;17,125;27,9;22,416667;18,6;73,333333;48;7,1;2,770833
12/04/2015;0;887,5125;17,0875;26,6;21,925;19,5;74,875;50;5,9;1,958333
13/04/2015;0,2;888,1;17,004167;27,2;22,033333;18,3;75,5;43;7,2;1,725
14/04/2015;2,2;888,058333;17,458333;27,5;21,808333;18,9;78,625;45;6,8;1,6125
15/04/2015;7,8;887,583333;18,195833;25,7;21,3;18,7;84,166667;58;5,9;1,7875
16/04/2015;30,6;886,9375;18,341667;26,4;20,491667;17,3;88,75;58;7,4;1,620833
17/04/2015;5,4;887,0625;17,466667;26,9;21,075;16,3;82,125;52;5,2;1,129167
18/04/2015;0;887,220833;18,966667;26,4;21,541667;18,4;86,5;60;6,8;1,620833
19/04/2015;0,2;886,304167;18,229167;28,7;21,854167;17,4;82,708333;44;8,5;1,704167
20/04/2015;22,8;886,358333;18,7625;29;22,9125;18,9;80,208333;45;7,3;1,758333
21/04/2015;9,6;886,675;18,3;27,3;21,995833;18,7;82,166667;46;6,4;1,7
22/04/2015;0,2;886,420833;18,858333;27,9;22,8;19,6;80,208333;50;8,9;1,1625
23/04/2015;10,6;887,479167;18,541667;26,7;21,4375;17,9;84,916667;58;8,8;1,791667
24/04/2015;0,6;888,429167;18,333333;27,9;21,3625;17,8;84,791667;48;7,6;1,441667
25/04/2015;6,2;888,5125;18,441667;28,4;21,345833;18,7;85,625;47;7,7;1,620833
26/04/2015;12,2;887,545833;19,2125;27;20,966667;18,6;90,875;54;7,7;1,595833
27/04/2015;9,8;887,379167;17,308333;24,9;20,783333;17,6;81,916667;60;8,7;2,479167
28/04/2015;0;886,829167;17,758333;25,5;20,770833;17,6;84;55;7,2;1,979167
29/04/2015;5;886,25;16,933333;25,7;20,3125;16;82,791667;53;7,3;1,808333
30/04/2015;1;886,366667;17,529167;25,8;19,929167;17,4;87,5;53;10,2;1,570833
01/05/2015;14,2;886,583333;16,270833;23,7;19,054167;14,9;85,25;60;6,3;1,808333
02/05/2015;0,2;886,3875;15,958333;25,3;19,983333;15,4;79,25;55;7,5;2,425
03/05/2015;0;887,108333;16,1;25,3;20,625;17,2;76,583333;52;8,8;2,725
04/05/2015;0;887,508333;17,1625;25,3;20,320833;16,8;83,5;56;7,8;1,7
05/05/2015;1,4;887,954167;18,470833;24,6;20,395833;18,3;89,625;63;7;1,275
06/05/2015;5,2;887,941667;18,75;25,5;20,633333;18,5;89,791667;61;5,2;1,333333
07/05/2015;5,8;887,045833;17,4875;25,8;20,666667;16,5;83,708333;55;6,5;1,466667
08/05/2015;0;888,420833;17,483333;25,9;21,266667;17,9;80,333333;55;8,1;2,670833
09/05/2015;0;889,258333;17,204167;23,3;19,7625;17,6;85,458333;68;8,3;3,383333
10/05/2015;0;887,883333;16,2375;27,2;21,041667;16,7;75,666667;46;7,1;2,079167
11/05/2015;10,8;887,779167;16,370833;20,5;17,3375;15,7;94,208333;78;9,4;1,995833
12/05/2015;1,8;887,341667;15,283333;24,5;18,375;13,4;83,916667;56;5,5;1,529167
13/05/2015;0;888,383333;16,029167;23,3;19,275;16,5;82,125;65;6,2;2,325
14/05/2015;0;888,620833;16,95;23,6;18,933333;16,4;88,791667;66;8,5;2,954167
15/05/2015;0;889,7;16,275;22,9;19,066667;16,6;84,833333;61;8,3;3,091667
16/05/2015;0;890,641667;14,666667;22,1;18,725;15,5;78,291667;60;8,6;3,125
17/05/2015;0;891,354167;14,7125;24,7;19,241667;15,1;76,916667;52;7,6;2,575
18/05/2015;0;890,4125;14,458333;24,3;19,533333;15,9;73,75;51;7,3;2,716667
19/05/2015;0;889,670833;14,845833;25,4;19,745833;16,1;74,958333;47;6,7;2,6125
20/05/2015;0;889,216667;14,45;24,6;19,733333;17,2;72,375;51;7,4;2,9375
21/05/2015;0;890,633333;15,683333;24,6;19,208333;15,7;81,75;55;8,1;3,308333
22/05/2015;0;891,233333;14,495833;23,7;19,104167;15,4;75,541667;57;9;3,445833
23/05/2015;0;890,258333;13,904167;24,7;19,2375;14,3;72,875;49;7,9;2,4125
24/05/2015;0;889,0125;13,670833;26;19,633333;13,2;71,083333;41;5,7;1,633333
25/05/2015;0;888,766667;12,616667;26;19,883333;13,3;66,75;33;6,3;1,795833
26/05/2015;0;888,429167;12,654167;26,3;19,833333;12,9;66,375;36;8,3;2,345833
27/05/2015;0;887,783333;12,125;27,6;20,729167;13,5;60,625;30;6,6;1,829167
28/05/2015;0;887,795833;13,383333;27,2;20,120833;14,8;67,416667;38;6,9;1,2875
29/05/2015;4,2;886,491667;15,383333;25,1;19,741667;16,1;77,458333;52;7,5;2,058333
30/05/2015;0;887,283333;15,708333;26,4;20,345833;15,2;78,125;41;5;1,104167
31/05/2015;0,2;888,504167;15,033333;27,3;21,041667;14,6;71,375;38;6,5;1,825
01/06/2015;0;889,15;14,35;27;20,8875;14,6;70;38;6,8;1,7375
02/06/2015;0;888,783333;13,608333;26,1;21,2;15,3;63,958333;40;8;2,3
03/06/2015;0;889,5;14,158333;23,9;19,7625;15,7;71,083333;53;8,4;2,620833
04/06/2015;0;890,633333;14,008333;23,7;18,970833;15,2;74,083333;52;8,6;3,120833
05/06/2015;0;890,4;13,108333;24,8;19,129167;14,6;69,666667;44;8;2,925
06/06/2015;0;889,379167;13,595833;24,7;19,595833;15,6;69,583333;46;7,9;2,916667
07/06/2015;0;889,866667;14,054167;24,6;19,779167;16;70,458333;52;8,5;3,091667
08/06/2015;0;889,666667;13,383333;24,8;19,775;14,9;68,458333;43;8,7;2,741667
09/06/2015;0;888,920833;11,766667;25,8;19,779167;12,9;62,208333;36;7,3;2,245833
10/06/2015;0;889,258333;11,754167;26,3;20,1625;13,6;60,666667;33;7,1;2,1375
11/06/2015;0;889,1;12,15;26;19,370833;13,3;65,25;37;7,5;1,870833
12/06/2015;0;888,795833;13,154167;26,3;20,025;13,6;66,583333;40;8,5;2,1125
13/06/2015;0;887,945833;11,95;26,9;20,433333;14,7;61,666667;30;10,1;2,208333
14/06/2015;0;887,65;9,883333;27,6;20,025;13,5;54,916667;30;8,5;1,958333
15/06/2015;0;888,733333;10,258333;28,7;20,716667;13,7;54,958333;27;6,2;1,391667
16/06/2015;0;888,6875;13,358333;26,9;20,695833;15,4;64,416667;39;10,3;1,916667
17/06/2015;0;889,225;13,979167;26;20,883333;16,2;66,083333;45;8,7;2,704167
18/06/2015;0;889,35;13,8875;26,4;20,991667;17;65,25;40;7,8;2,779167
19/06/2015;0;890,004167;12,641667;25,5;19,704167;13,9;66,916667;33;8,7;2,291667
20/06/2015;0;890,95;11,8;23,4;18,875;15,2;65,291667;38;11,6;3,458333
21/06/2015;0;892,9875;11,970833;20,3;16,4125;13,8;75,75;60;7,7;2,625
22/06/2015;0;892,233333;12,041667;22,8;17,429167;13,6;71,958333;47;7,6;2,754167
23/06/2015;0;892,491667;11,008333;24,4;17,2625;11,3;71,041667;31;6,1;1,3875
24/06/2015;0;892,320833;10,1125;24,4;18,945833;13,7;58,125;35;9,6;2,833333
25/06/2015;0;893,3625;12,066667;24,1;18,716667;14,2;65,875;50;10,6;3,345833
26/06/2015;0;894,5125;12,25;21,5;17,120833;14,2;73,708333;55;9,7;3,729167
27/06/2015;0;893,708333;10,070833;22,1;16,416667;11,6;67,583333;42;9;3,475
28/06/2015;0;891,7375;9,3625;22,3;16,4125;11,8;64,125;43;7,5;3,008333
29/06/2015;0;890,35;10,4375;23;17,358333;11,5;65,333333;41;7,7;2,395833
30/06/2015;0;890,429167;10,141667;26,2;18,033333;10,9;64,291667;27;8,6;1,758333
01/07/2015;0;890,245833;9,054167;26,6;19,029167;12,5;55,708333;27;6,2;1,404167
02/07/2015;0;888,8625;11,3;26,1;19,720833;12,6;59,458333;37;7,3;2,316667
03/07/2015;0;887,975;10,758333;27;19,954167;13,5;57,916667;32;9,9;2,004167
04/07/2015;0,2;888,395833;10,891667;28,9;20,854167;15;56,666667;28;5,3;1,4125
05/07/2015;0;888,166667;10,895833;28,1;21,158333;15,3;54,541667;29;8,4;1,966667
06/07/2015;0;888,275;11,6875;26,8;21,345833;17,9;55,166667;34;7,6;2,8625
07/07/2015;0;888,845833;12,85;23,6;18,966667;15,2;68,458333;52;7,5;2,908333
08/07/2015;0;889,7;13,4625;24,7;16,891667;13,9;82;42;9,8;2,466667
09/07/2015;0,6;889,954167;12,6875;23;17,2625;13,6;75,958333;51;6,8;2,054167
10/07/2015;0;890,5125;13,245833;26,8;19,504167;12,7;70,416667;40;9,3;2,458333
11/07/2015;0;890,4125;12,433333;26,6;21,241667;15,7;58,291667;36;8,5;2,445833
12/07/2015;0;889,658333;11,833333;26,7;21,391667;17,5;56,083333;30;7,4;2,6625
13/07/2015;0;888,8875;11,304167;27,1;20,625;13,7;58,208333;32;8,4;2,341667
14/07/2015;0;889,604167;12,316667;26,6;20,816667;13,6;59,583333;38;8,7;2,425
15/07/2015;0;890,970833;11,841667;26,5;20,995833;16,3;57,916667;32;9,8;2,920833
16/07/2015;0;891,1625;9,779167;25,3;19,754167;15,4;54,791667;29;10,9;3,675
17/07/2015;0;891,454167;9,629167;24,2;18,8;14,6;57,041667;33;10,4;3,933333
18/07/2015;0;890,808333;10,1875;23,8;18,5375;14;59,291667;39;10;3,108333
19/07/2015;0;890,895833;8,883333;24,7;19,358333;15,1;51,583333;34;9,6;3,075
20/07/2015;0;890,120833;11,2875;24,9;19,233333;14,4;61,875;39;7,8;2,6125
21/07/2015;0;889,508333;9,475;27,1;19,6;12,3;55,75;27;5,6;1,3375
22/07/2015;0;889,441667;7,954167;26,6;20,066667;12;48,666667;27;7,9;1,995833
23/07/2015;0;890,966667;7,854167;25,5;20,1375;15;45,833333;31;9,6;2,925
24/07/2015;0;890,970833;9,370833;25,9;18,670833;12,6;57,083333;31;8,3;2,333333
25/07/2015;0;889,495833;9,9125;27,1;19,883333;13,3;55,166667;31;6,2;1,375
26/07/2015;0;888,691667;9,8125;28,1;21,029167;15,4;51,541667;27;9,3;0,983333
27/07/2015;0;888,416667;9,45;27,5;21,316667;14,4;49,333333;27;8,8;1,579167
28/07/2015;0;888,991667;9,345833;28;22,666667;16,9;43,916667;28;7,8;2,7125
29/07/2015;0;890,354167;7,7625;27,2;21,216667;14,7;43,916667;25;9;2,841667
30/07/2015;0;890,933333;7,804167;25,7;20,145833;14,8;46,25;29;10,6;3,4625
31/07/2015;0;890,404167;7,483333;26,9;20,5875;15,7;44,291667;26;9,8;2,675
01/08/2015;0;890,141667;8,0625;26,2;19,9875;12,5;48,208333;27;9;2,75
02/08/2015;0;888,829167;7,4125;26,9;20,416667;14,6;43,958333;28;7,7;2,6125
03/08/2015;0;889,729167;6,558333;27,1;20,416667;12,2;42,708333;24;7,8;2,45
